ASSEMBLY_STR,PDB_COMPLEX_ID,ASSEMBLY_NAME,ASSEMBLY_TYPE,ASSEMBLIES,NUM_ASSEMBLIES,NUM_COMPONENTS,MEDIAN_WT,MAX_WT
P03089_5,PDB-CPX-132695,Major capsid protein VP1,homomeric,"3nxd_1,3nxg_1,4jcd_1,4jce_1,4jcf_1,4wdy_1,4wdz_1,4we0_1,4x14_1,4x15_1,4x16_1,4x17_1,7pa6_1,7pa6_2,7pa8_1,7pa9_1,7pa9_2,7paa_1,7paa_2,7zil_1,7zim_1,7zin_1,7zio_1",23,5,153.25,485.94
P03101_300,PDB-CPX-132696,Major capsid protein L1,homomeric,"3j7g_1,3j8v_1,3j8w_1,3j8z_1",4,300,21245.29,21319.88
P03101_360,PDB-CPX-132697,Major capsid protein L1,homomeric,"3j6r_1,3jba_1,5kep_1,5keq_1,6bsp_1,6bt3_1,7kzf_1",7,360,20195.5,31612.78
P03116_2,PDB-CPX-132701,Replication protein E1,homomeric,"1f08_1,1ksy_1,1ksy_2",3,2,48.04,48.05
P03116_6,PDB-CPX-132703,Replication protein E1,homomeric,"2gxa_1,2gxa_2,2v9p_1,2v9p_2,5a9k_1",5,6,208.89,208.91
P03120_2,PDB-CPX-132704,Regulatory protein E2,homomeric,"1by9_1,1dto_1,1r8p_1,1zzf_1,2q79_1,3mi7_1",6,2,19.56,51.43
P03122_2,PDB-CPX-132706,Regulatory protein E2,homomeric,"1dbd_1,1jjh_1,1jjh_2,1jjh_3,2bop_1,6bus_1,6bus_2",7,2,22.5,30.39
"P03126_1,P26045_1",PDB-CPX-132717,Tyrosine-protein phosphatase non-receptor type 3 and Protein E6,heteromeric,"6hks_1,6hks_2,6hks_3,6hks_4,6hks_5,6hks_6",6,2,14.27,14.39
"P03126_1,P29074_1",PDB-CPX-132718,Protein E6 and Tyrosine-protein phosphatase non-receptor type 4,heteromeric,"7vze_1,7vze_2,7vze_3,7vze_4",4,2,11.37,11.39
"P03126_2,Q05086_2",PDB-CPX-132723,Ubiquitin-protein ligase E3A and Protein E6,heteromeric,"8jrn_1,8jro_1,8jrp_1,8jrq_1,8jrr_1",5,4,240.13,240.13
"P03129_1,P84092_1",PDB-CPX-132727,Protein E7 and AP-2 complex subunit mu,heteromeric,"9uuj_1,9uuk_1,9uul_1",3,2,34.32,34.4
P03132_7,PDB-CPX-132733,Protein Rep68,homomeric,"7jsf_1,7jsg_1,7jsh_1,9bu7_1",4,7,429.51,431.54
P03135_60,PDB-CPX-132735,Capsid protein VP1,homomeric,"1lp3_1,3j1s_1,3j4p_1,5ipi_1,5ipk_1,6cbe_1,6e9d_1,6ih9_1,6u0r_1,6u0v_1,7rwl_1,7rwt_1,8fyw_1,8fz0_1,8fzn_1,9lgj_1",16,60,4921.46,6369.23
P03136_60,PDB-CPX-132737,Capsid protein VP1,homomeric,"4g0r_1,4gbt_1,9naw_1,9nbg_1",4,60,4335.17,5104.01
P03137_60,PDB-CPX-132738,Capsid protein VP1,homomeric,"4zpy_1,7z5d_1,7z5e_1,7z5f_1",4,60,3872.55,3876.15
P03146_240,PDB-CPX-132742,Capsid protein,homomeric,"6htx_1,7oco_1,7ocw_1,7od4_1,7od6_1,7od7_1,7od8_1,7oen_1,7oev_1,8pwo_1,8uyt_1,8uyv_1",12,240,5094.08,5297.12
P03146_4,PDB-CPX-132744,Capsid protein,homomeric,"7pz9_1,7pzi_1,7pzk_1,7pzl_1,7pzm_1,7pzn_1",6,4,85.97,87.01
P03147_2,PDB-CPX-132749,Capsid protein,homomeric,"3kxs_1,3kxs_2,3kxs_3,4bmg_1,4bmg_2,4bmg_3,5wtw_1,6cwd_1,6cwd_2,6cwt_1,7k5m_1,7k5m_2,7k5m_3,7s76_1,7s76_2,7s76_3,8gbu_1,8gbu_2,8gbu_3,9n3h_1",20,2,36.71,128.76
P03147_240,PDB-CPX-132750,Capsid protein,homomeric,"2g33_1,2g34_1,2qij_1,4g93_1,5d7y_1,6bvf_1,6vzp_1,6w0k_1,6wfs_1,8uyx_1,8uyy_1,8uyz_1",12,240,4094.27,5059.71
P03147_6,PDB-CPX-132751,Capsid protein,homomeric,"5e0i_1,5e0i_2,5gmz_1,6j10_1,8i71_1,8w9g_1",6,6,109.2,109.79
"P03182_1,P55957_1",PDB-CPX-132762,Apoptosis regulator BHRF1 and BH3-interacting domain death agonist p11,heteromeric,"7p33_1,7p33_2,7p33_3,7p33_4,7p33_5,8sm5_1,8sm5_2,8sm5_3,8sm5_4,8sm5_5",10,2,21.77,23.67
"P03185_1,P0CK47_1",PDB-CPX-132766,Nuclear egress protein 2 and Nuclear egress protein 1,heteromeric,"7t7i_1,7t7i_3,7t7i_5,7t7i_6,7t7i_7",5,2,50.78,50.78
P03191_2,PDB-CPX-132776,DNA polymerase processivity factor BMRF1,homomeric,"2z0l_1,2z0l_2,2z0l_3,2z0l_4,2z0l_5",5,2,68.26,68.33
P03191_4,PDB-CPX-132777,DNA polymerase processivity factor BMRF1,homomeric,"2z0l_6,2z0l_7,2z0l_8",3,4,136.53,136.67
"P03205_1,P03212_1,P03231_1",PDB-CPX-132782,nan,heteromeric,"5w0k_1,5w0k_2,7s07_1,7s1b_1,8tnn_1,8tnn_2,8tnt_1",7,3,156.65,203.23
P03206_2,PDB-CPX-132784,Lytic switch protein BZLF1,homomeric,"2c9l_1,2c9n_1,5szx_1,7nx5_1,7nx5_2",5,2,26.24,26.61
P03211_2,PDB-CPX-132789,Epstein-Barr nuclear antigen 1,homomeric,"1b3t_1,1vhi_1,5t7x_1,6npi_1,6npm_1,6vh6_1",6,2,31.04,43.77
"P03212_1,P03231_1",PDB-CPX-132792,Envelope glycoprotein H and Envelope glycoprotein L,heteromeric,"3phf_1,3phf_10,3phf_11,3phf_12,3phf_13,3phf_14,3phf_15,3phf_16,3phf_2,3phf_3,3phf_4,3phf_5,3phf_6,3phf_7,3phf_8,3phf_9,7yp1_1",17,2,84.25,84.25
"P03212_1,P03231_1,P29317_1",PDB-CPX-132794,nan,heteromeric,"7cze_1,7cze_2,7cze_3,7cze_4",4,3,107.96,107.96
"P03228_6,P09603_6",PDB-CPX-132802,Secreted protein BARF1 and Macrophage colony-stimulating factor 1 43 kDa subunit,heteromeric,"3uez_1,3uez_2,4adf_1,4adf_2",4,12,252.58,254.28
"P03252_1,P03274_1",PDB-CPX-132807,Protease cofactor and Protease,heteromeric,"1avp_1,1nln_1,4pid_1,4pie_1,5fgy_1",5,2,24.56,25.33
P03275_3,PDB-CPX-132814,Fiber protein,homomeric,"1qhv_1,1qiu_1,1qiu_2",3,3,85.82,85.82
P03276_60,PDB-CPX-132818,Penton protein,homomeric,"1x9p_1,2c6s_1,2c9g_1",3,60,3493.12,3539.27
P03300_2,PDB-CPX-132832,Capsid protein VP4,homomeric,"1ng7_1,2ijd_1,2ijd_2",3,2,144.95,144.95
"P03300_60,P03300_60,P03300_60",PDB-CPX-132834,Capsid protein VP4,heteromeric,"1pov_1,3j48_1,5ktz_1,5ku0_1,5ku2_1,5kwl_1,6p9o_1,6p9w_1,6psz_1,9eyy_1,9ez0_1,9f0k_1,9f3q_1",13,180,5629.13,5890.91
"P03300_60,P03300_60,P03300_60,P03300_60",PDB-CPX-132835,Capsid protein VP4,heteromeric,"1al2_1,1ar6_1,1ar7_1,1ar8_1,1ar9_1,1asj_1,1hxs_1,1po1_1,1po2_1,1vbd_1,2plv_1,3j3o_1,3jbc_1,3jbd_1,3jbe_1,3jbf_1,3jbg_1",17,240,5914.52,8761.75
"P03300_60,P03300_60,P03300_60,P03300_60,P15151_60",PDB-CPX-132838,Poliovirus receptor and Capsid protein VP4,heteromeric,"1dgi_1,3epc_1,3j8f_1",3,300,7661.16,8865.25
"P03302_60,P03302_60,P03302_60,P03302_60",PDB-CPX-132844,Capsid protein VP2,heteromeric,"1piv_1,1pvc_1,1vba_1,1vbb_1,1vbc_1,1vbe_1,8e8r_1,8e8x_1,9oco_1",9,240,5906.94,7404.27
"P03303_60,P03303_60,P03303_60",PDB-CPX-132850,Capsid protein VP1,heteromeric,"5w3o_1,7nul_1,7num_1,7nuo_1,8pnb_1",5,180,5237.92,6611.11
"P03303_60,P03303_60,P03303_60,P03303_60",PDB-CPX-132851,Capsid protein VP1,heteromeric,"1hri_1,1hrv_1,1na1_1,1ncq_1,1r08_1,1r09_1,1rmu_1,1ruc_1,1rud_1,1rue_1,1ruf_1,1rug_1,1ruh_1,1rui_1,1ruj_1,1vrh_1,2hwb_1,2hwc_1,2r04_1,2r06_1,2r07_1,2rm2_1,2rmu_1,2rr1_1,2rs1_1,2rs3_1,2rs5_1,4rhv_1,5w3e_1,5w3l_1,5w3m_1,7bg6_1,7nun_1,7nuq_1,8pnf_1",35,240,5691.11,7048.63
P03305_2,PDB-CPX-132857,Leader protease,homomeric,"1qol_1,1qol_2,1qol_3,1qol_4,2jqf_1",5,2,39.62,39.69
"P03306_1,P03306_1",PDB-CPX-132860,Capsid protein VP4,heteromeric,"2wv4_1,2wv4_2,2wv5_1,2wv5_2,2wv5_3,2wv5_4",6,2,24.23,24.23
"P03313_1,Q9C029_1",PDB-CPX-132871,E3 ubiquitin-protein ligase TRIM7 and Protease 3C,heteromeric,"7w0q_1,7w0s_1,7w0s_2,7w0s_3,7w0t_1,7w0t_2,7w0t_3",7,2,20.8,21.2
P03313_2,PDB-CPX-132872,Protease 3C,homomeric,"2vb0_1,2ztx_2,2zty_2,2ztz_3,2zu1_3,2zu3_2,8y2t_1",7,2,40.63,41.86
"P03313_60,P03313_60,P03313_60,P03313_60",PDB-CPX-132876,Protease 3C,heteromeric,"6gzv_1,6zcl_1,7vxh_1,7vy0_1,7w17_1",5,240,5663.3,5680.47
"P03313_60,P03313_60,P03313_60,P03313_60,P78310_60",PDB-CPX-132878,Coxsackievirus and adenovirus receptor and Protease 3C,heteromeric,"7vxz_1,7vyk_1,7vyl_1,7w14_1",4,300,7114.71,7156.57
"P03314_1,P04439_1,P61769_1",PDB-CPX-132880,"Classical MHC Ia complex, HLA-A-B2M and Serine protease NS3",heteromeric,"5n6b_1,5n6b_2,6ss7_1,6ss7_2,6ss8_1,6ss8_2,6ss9_1,6ss9_2,6ssa_1,6ssa_2,6ssa_3,6ssa_4",12,3,45.62,46.25
P03314_2,PDB-CPX-132882,Serine protease NS3,homomeric,"6iw2_1,6iw2_2,6iw2_3,6iw4_1,8zb9_1",5,2,136.96,136.96
P03314_3,PDB-CPX-132883,Serine protease NS3,homomeric,"6iw0_1,6iw1_1,9b6u_1,9b6x_1",4,3,167.46,210.9
P03322_2,PDB-CPX-132911,Matrix protein p19,homomeric,"1bai_1,1p7n_1,2rsp_1,3g1g_1,3g1g_2,3g1i_1,3g21_1,3g26_1,3g28_1",9,2,19.04,37.47
P03322_6,PDB-CPX-132912,Matrix protein p19,homomeric,"5a9e_1,5a9e_2,5a9e_3,5a9e_4,5a9e_5,5a9e_6,5a9e_7",7,6,314.24,314.24
P03336_6,PDB-CPX-132919,Capsid protein p30,homomeric,"1u7k_1,3bp9_1,3bp9_2,3bp9_3,3bp9_4",5,6,95.97,96.43
"P03349_1,P03369_2",PDB-CPX-132926,Spacer peptide 2 and Protease,heteromeric,"4obd_1,4obd_2,4obf_1,4obf_2,4obh_1,4obh_2,4obj_1,4obk_1,4qj6_1,4qj6_2,4qj7_1,4qj7_2,4qj8_1,4qj8_2,4qj9_1,4qja_1",16,3,23.24,23.71
P03354_10,PDB-CPX-132930,Integrase,homomeric,"7no6_1,7no7_1,7no8_1,7no9_1,7noa_1,7nob_1,7noc_1,7nod_1,7noe_1,7nof_1,7nog_1,7noh_1,7noi_1,7noj_1,7nok_1,7nol_1,7nom_1,7non_1,7noo_1,7nop_1,7noq_1",21,10,247.74,247.74
P03354_2,PDB-CPX-132932,Integrase,homomeric,"1c0m_1,1c0m_2,1c1a_1,4fw1_1,4fw2_1,5kza_2",6,2,53.22,59.9
P03354_6,PDB-CPX-132935,Integrase,homomeric,"3tir_1,7no2_1,7no4_1,7no5_1",4,6,148.64,148.64
P03354_8,PDB-CPX-132937,Integrase,homomeric,"7jn3_1,7ku7_1,7kui_1",3,8,269.4,269.4
P03355_2,PDB-CPX-132943,Reverse transcriptase/ribonuclease H,homomeric,"1d0e_1,1mml_1,1qai_1,1qaj_1,1ztt_1,1ztw_1,2fjv_1,2fjw_1,2fjx_1,2fvp_1,2fvq_1,2fvr_1,2fvs_1,2r2r_1,2r2s_1,2r2t_1,2r2u_1,3fsi_1,4nzg_2,4nzg_3,6b1q_1,6b1r_1,6b1s_1,6gza_1,7uyn_1,7uyo_1,7uyp_1,8cs0_1,8dw1_1,8dw8_1,8dwm_1",31,2,67.73,72.74
P03362_2,PDB-CPX-132946,Protease,homomeric,"2b7f_1,2b7f_2,2b7f_3,4ydg_1",4,2,26.29,26.34
P03365_4,PDB-CPX-132951,Integrase,homomeric,"5cz2_1,5cz2_2,5cz2_3",3,4,95.65,95.65
"P03366_1,P03366_1",PDB-CPX-132954,Protease,heteromeric,"1bqm_1,1bqn_1,1dlo_1,1eet_1,1hmv_1,1hmv_2,1hmv_3,1hmv_4,1hnv_1,1hpz_1,1hqe_1,1hqu_1,1hys_1,1ikv_1,1ikw_1,1ikx_1,1iky_1,1j5o_1,1qe1_1,1s6p_1,1s6q_1,1s9e_1,1s9g_1,1suq_1,1sv5_1,1tv6_1,1tvr_1,1uwb_1,2b5j_1,2b6a_1,2ban_1,2be2_1,2hmi_1,2i5j_1,2iaj_1,2ic3_1,2vg5_1,2vg6_1,2vg7_1,2ykm_1,2ykn_1,2zd1_1,2ze2_1,3bgr_1,3dlk_1,3hvt_1,3ig1_1,3irx_1,3is9_1,3isn_1,3ith_1,3ith_2,3kli_1,3qlh_1,3qo9_1,4dg1_1,4g1q_1,4h4m_1,4h4o_1,4i2p_1,4i2q_1,4icl_1,4id5_1,4idk_1,4ifv_1,4ify_1,4ig0_1,4ig3_1,4kfb_1,4kko_1,4ko0_1,4lsl_1,4lsn_1,4mfb_1,4o44_1,4o4g_1,4q0b_1,4q0b_2,4rw4_1,4rw6_1,4rw7_1,4rw8_1,4rw9_1,4we1_1,5c24_1,5c25_1,5c42_1,5cym_1,5cyq_1,5fdl_1,5hbm_1,5j1e_1,5j1e_2,5ter_1,5tuq_1,5tw3_1,5uv5_1,5uv5_2,5vqq_1,5vqr_1,5vqs_1,5vqt_1,5vqu_1,5vqv_1,5vqw_1,5vqx_1,5vqy_1,5vqz_1,6aoc_1,6aoc_2,6c0j_1,6c0k_1,6c0l_1,6c0n_1,6c0o_1,6c0p_1,6c0r_1,6cgf_1,6dtw_1,6dtx_1,6duf_1,6dug_1,6duh_1,6ecl_1,6eli_1,6hak_1,6hak_2,6oe3_1,6ul5_1,6x47_1,6x49_1,6x4a_1,6x4b_1,6x4c_1,6x4d_1,6x4e_1,6x4f_1,7krc_1,7krd_1,7kre_1,7krf_1,7kwu_1,7lpw_1,7lpx_1,7lqu_1,7snp_1,7snz_1,7so1_1,7so2_1,7so3_1,7so4_1,7so6_1,7taz_1,7u5z_1,8dx2_1,8dx3_1,8dx8_1,8dxb_1,8dxe_1,8dxg_1,8dxh_1,8dxi_1,8dxj_1,8dxk_1,8dxl_1,8dxm_1,8fe8_1,8ffx_1,8stp_1,8stq_1,8str_1,8sts_1,8sts_2,8stt_1,8stt_2,8stu_1,8stv_1,8stv_2,8u69_1,8u6a_1,8u6b_1,8u6c_1,8u6d_1,8u6e_1,8u6f_1,8u6g_1,8u6h_1,8u6h_2,8u6i_1,8u6j_1,8u6k_1,8u6l_1,8u6m_1,8u6n_1,8u6o_1,8u6p_1,8u6q_1,8u6r_1,8u6s_1,8u6t_1,8vu9_1,8vub_1,8vuf_1,8vum_1,9mxb_1",205,2,114.68,173.78
P03366_2,PDB-CPX-132965,Protease,homomeric,"1a9m_1,1ajv_1,1ajx_1,1axa_1,1d4h_1,1d4i_1,1d4j_1,1dw6_1,1ebk_1,1ebk_2,1ebw_1,1eby_1,1ebz_1,1ec0_1,1ec1_1,1ec2_1,1ec3_1,1g35_1,1gnm_1,1gnn_1,1gno_1,1hbv_1,1hef_1,1heg_1,1hih_1,1hos_1,1hps_1,1hrh_1,1hte_1,1htf_1,1htg_1,1hvi_1,1hvk_1,1mer_1,1mes_1,1met_1,1meu_1,1npa_1,1npv_1,1npw_1,1qmc_1,1sbg_1,1t7k_1,1w5v_1,1w5w_1,1w5x_1,1w5y_1,1yt9_1,1zp8_1,1zpa_1,1zsf_1,1zsr_1,2aqu_1,2bbb_1,2g69_1,2hb3_1,2hs1_1,2hs2_1,2i4d_1,2i4u_1,2i4v_1,2i4w_1,2i4x_1,2idw_1,2ieo_1,2uxz_1,2uy0_1,3avi_1,3gga_1,3gga_2,3gga_3,3ggv_1,3ggv_2,3ggv_3,3ggv_4,3ggv_5,3ggx_1,3ggx_2,3ggx_3,3ggx_4,3k2p_3,3k4v_1,3k4v_2,3ndt_1,3ndt_2,3nu3_1,3nu4_1,3nu5_1,3nu6_1,3nu9_1,3nuj_1,3nuo_1,3ok9_1,3psu_1,3qaa_1,3tkg_1,3tkg_2,3tkw_1,3tl9_1,3tlh_1,3zps_1,3zpt_1,3zpu_1,4coe_1,4cp7_1,4cpq_1,4cpr_1,4cps_1,4cpt_1,4cpu_1,4cpw_1,4cpx_1,4ojr_1,4qag_3,4u8w_1,4ye3_1,4yhq_1,4zip_1,4zls_1,5agz_1,5ah6_1,5ah8_1,5ah9_1,5aha_1,5ahb_1,5ahc_1,5bry_1,5bs4_1,5jfp_1,5jfu_1,5jg1_1,5oi2_1,5oi3_1,5oi5_1,5oi8_1,5oia_1,5ufz_1,5ult_1,5uov_1,5upz_1,5w5w_1,5yoj_1,6bz2_1,6c8x_1,6c8y_1,6d0d_1,6d0e_1,6kmp_1,6o48_1,6prf_1,7sep_1,7sjx_1,9mxq_1,9mxr_1,9mxs_1",155,2,22.42,238.58
"P03366_2,P03366_2",PDB-CPX-132966,Protease,heteromeric,"1eet_2,1ikv_2,1ikw_2,1ikx_2,1iky_2",5,4,229.51,229.66
"P03367_1,P04585_1",PDB-CPX-132974,Protease,heteromeric,"2hnd_1,2hny_1,6bsh_1",3,2,111.98,131.68
P03367_2,PDB-CPX-132976,Protease,homomeric,"1a8g_1,1a8k_1,1a8k_2,1a94_1,1a94_2,1aaq_1,1d4s_1,1d4y_1,1daz_1,1dif_1,1fqx_1,1hhp_1,1hpo_1,1hpx_1,1hsg_1,1hvl_1,1iiq_1,1izi_1,1lzq_1,1m0b_1,1mrw_1,1mrx_1,1msm_1,1msn_1,1nh0_1,1rl8_1,1sdt_1,1sdu_1,1sdv_1,1sgu_1,1sh9_1,1u8g_1,1upj_1,1xl2_1,1xl5_1,1zj7_1,1ztz_1,2a1e_1,2az8_1,2az9_1,2azb_1,2azc_1,2b7z_1,2bb9_1,2hb2_1,2hb4_1,2hc0_1,2ien_1,2o4p_1,2pk5_1,2pk6_1,2pqz_1,2pwc_1,2pwr_1,2pym_1,2pyn_1,2q63_1,2q64_1,2qak_1,2qci_1,2qd6_1,2qd7_1,2qd8_1,2qhc_1,2qnn_1,2qnp_1,2qnq_1,2r43_1,2upj_1,2z4o_1,2zga_1,2zye_1,3a2o_1,3bhe_1,3bva_1,3bvb_1,3ckt_1,3djk_1,3dk1_1,3fx5_1,3ggu_1,3h5b_1,3i6o_1,3i8w_1,3i8w_2,3jvw_1,3jvy_1,3jw2_1,3kdb_1,3kdc_1,3kdd_1,3ndu_1,3ndu_2,3ndw_1,3ndx_1,3nls_1,3pwm_1,3pwr_1,3qbf_1,3qih_1,3qn8_1,3qp0_1,3qpj_1,3qrm_1,3qro_1,3qrs_1,3st5_1,3t11_1,3t3c_1,3tof_1,3tog_1,3tog_2,3toh_1,3ttp_1,3u7s_1,3ucb_1,3uf3_1,3ufn_1,3uhl_1,3uhl_2,3vf5_1,3vf7_1,3vfb_1,4dfg_1,4fe6_1,4fm6_1,4gb2_1,4hdb_1,4hdf_1,4hdp_1,4he9_1,4heg_1,4hla_1,4j54_1,4j55_1,4j5j_1,4jec_1,4ll3_1,5e5k_1,5yok_1,6p9a_1,6p9b_1,6uwb_1,6uwc_1,6vce_1,6vlm_1,6vod_1,6voe_1,7ma3_1,7ma4_1,7ma5_1,7ma6_1,7ma7_1,7ma8_1,7ma9_1,7maa_1,7map_1,7map_2,7maq_1,7maq_2,7mar_1,7mar_2,7mas_1,7mas_2,7n6t_1,7n6v_1,7n6x_1,7to5_1,7to6_1,7upj_1,8dch_1,8dci_1,8fui_1,8fuj_1,8vb1_1,9ykp_1,9yra_1,9yrr_1,9yry_1",179,2,22.38,40.09
"P03367_2,Q7ZCL6_2",PDB-CPX-132979,"Protease and Peptidase A2 domain-containing protein, Protease",heteromeric,"1zbg_1,1zlf_1,1zpk_1",3,4,22.59,22.66
"P03369_1,Q9YP46_1",PDB-CPX-132987,C-terminal Zinc Knucle of the HIV-NCP7 and Protease,heteromeric,"4ep3_1,4epj_1,4eq0_1",3,2,23.41,23.81
P03369_2,PDB-CPX-132990,Protease,homomeric,"1aid_1,1b6j_1,1b6k_1,1b6l_1,1b6m_1,1b6p_1,1cpi_1,1d4k_1,1d4l_1,1kjf_1,1kzk_1,1mt9_1,1mtb_1,1mtr_1,1n49_1,1n49_2,1t3r_1,1ytg_1,1yth_1,1z1h_1,1z1r_1,2aid_1,2f3k_1,2fgu_1,2fgv_1,2fns_1,2fnt_1,2j9k_1,2je4_1,2nxd_1,2nxl_1,2nxm_1,2q3k_1,2qhy_1,2qhz_1,2qi0_1,2qi1_1,2qi3_1,2qi4_1,2qi5_1,2qi6_1,2qi7_1,3aid_1,3bxr_1,3bxs_1,3ekp_1,3ekp_2,3ekq_1,3ekt_1,3ekt_2,3ekv_1,3ekw_1,3ekx_1,3eky_1,3el0_1,3el1_1,3el4_1,3el5_1,3el9_1,3em3_1,3em4_1,3em4_2,3em6_1,3gi0_1,3gi4_1,3gi5_1,3gi6_1,3hau_3,3haw_3,3hbo_3,3hdk_3,3hvp_1,3i2l_3,3i7e_1,3lzv_1,3mxd_1,3mxe_1,3nwq_1,3nwx_1,3nyg_1,3o9f_1,3o9g_1,3o9h_1,3o9i_1,3oxv_1,3oxv_2,3oxw_1,3oxw_2,3oxx_1,3oxx_2,3oy4_1,3r4b_1,4f73_1,4f74_1,4f75_1,4f76_1,4hvp_1,7hvp_1,8hvp_1",99,2,22.61,45.57
"P03369_2,P04591_1",PDB-CPX-132991,Spacer peptide 2 and Protease,heteromeric,"1tsq_1,1tsu_1,4obg_1,4obg_2,4qj2_1,4qj2_2",6,3,23.2,23.38
"P03369_2,P20875_1",PDB-CPX-132992,Protease and Matrix protein p17,heteromeric,"1kj4_1,1kj4_2,1kj7_1",3,3,23.11,23.21
"P03372_1,P03372_1",PDB-CPX-132996,Estrogen receptor,heteromeric,"2bj4_1,2jfa_1,3os8_1,3os8_2,5aav_1,6cbz_1,6pit_1,7rs8_2",8,2,59.93,63.65
"P03372_1,P03372_1,Q15788_2",PDB-CPX-132998,Nuclear receptor coactivator 1 and Estrogen receptor,heteromeric,"3uu7_1,3uua_1,3uud_1,4mg7_1,4mg8_1,4mg9_1,4mga_1,4mgb_1,4mgd_1,4tuz_1,4tv1_1,5jmm_1",12,4,62.07,62.55
"P03372_1,Q15596_1",PDB-CPX-133001,Nuclear receptor coactivator 2 and Estrogen receptor,heteromeric,"1gwr_1,1gwr_2,3q95_1,3q95_2,4iu7_1,4iu7_2,4ivw_1,4ivw_2,7rke_1,7rke_2,7t2x_1,7t2x_2,7ymk_1,7ymk_2,8ev1_1,8ev1_2,8ev2_1,8ev2_2",18,2,30.46,32.43
"P03372_1,Q15788_1",PDB-CPX-133002,Nuclear receptor coactivator 1 and Estrogen receptor,heteromeric,"3uu7_2,3uu7_3,3uua_2,3uua_3,3uud_2,3uud_3,7y8f_1,7y8f_2",8,2,30.59,30.8
"P03372_1,Q8WTS6_1",PDB-CPX-133003,Histone-lysine N-methyltransferase SETD7 and Estrogen receptor,heteromeric,"3cbm_1,3cbo_1,3cbp_1",3,2,30.45,30.46
P03372_2,PDB-CPX-133005,Estrogen receptor,homomeric,"1a52_1,1a52_4,1ere_1,1ere_2,1ere_3,1err_1,1g50_1,1g50_2,1hcq_1,1hcq_2,1pcg_1,1qkt_1,1qku_1,1qku_2,1r5k_1,1r5k_2,1sj0_1,1uom_1,1x7e_1,1x7r_1,1xp1_1,1xp6_1,1xp9_1,1xpc_1,1xqc_1,1xqc_2,1yim_1,1yin_1,2ayr_1,2i0j_1,2i0j_2,2iog_1,2iok_1,2ouz_1,2pog_1,2q70_1,2qe4_1,2qxs_1,2r6w_1,2r6y_1,2yat_1,2yja_1,3dt3_1,3ert_1,3os9_1,3os9_2,3osa_1,3osa_2,3uuc_1,3uuc_2,4aa6_1,4aa6_2,4q50_1,4q50_2,4q50_3,4q50_4,4xi3_1,4xi3_2,5aau_1,5acc_1,5ak2_1,5fqp_1,5fqr_1,5fqs_1,5fqt_1,5fqv_1,5t92_1,5t97_1,5tn9_1,5tn9_2,5tnb_1,5tnb_2,5u2b_1,5u2b_2,5u2b_3,5ufw_1,5ufx_1,5w9c_1,5w9c_2,5w9d_1,5wgd_1,6b0f_1,6c42_1,6chw_1,6chz_1,6df6_1,6df6_2,6dfn_1,6dfn_2,6iar_1,6owc_1,6pet_1,6pet_2,6pfm_1,6psj_1,6sbo_1,6sq0_1,6suo_1,6v87_1,6v8t_1,6vgh_1,6vjd_1,6vjd_2,6vpf_1,6vpf_2,6wok_1,6wok_2,6zoq_1,6zor_1,6zos_1,7kbs_1,7msa_1,7msa_2,7n9o_1,7n9o_2,7ndo_1,7r62_1,7rrx_1,7rrx_2,7rry_1,7rry_2,7rrz_1,7rrz_2,7rs0_1,7rs0_2,7rs1_1,7rs1_2,7rs2_1,7rs2_2,7rs3_1,7rs3_2,7rs4_1,7rs4_2,7rs7_1,7rs7_2,7rs8_1,7rs9_1,7rs9_2,7te7_1,7uj7_1,7uj7_2,7uj8_1,7ujc_1,7ujf_1,7ujf_2,7ujm_1,7ujm_2,7ujo_1,7ujo_2,7ujw_1,7ujw_2,7ujy_1,7ujy_2,7wnv_1,7wnv_2,7y8g_1,8du6_1,8du8_1,8du9_1,8dub_1,8duc_1,8dud_1,8dug_1,8duh_1,8dui_1,8duk_1,8duk_2,8dus_1,8dus_2,8dus_3,8dv5_1,8dv7_1,8dv8_1,8dvb_1,8vv1_1,8vyt_1,8vyt_2,8vyx_1,8vyx_2,8vz0_1,8vz0_2,8vz1_1,8vz1_2,8vzp_1,8vzp_2,8vzq_1,8vzq_2,8w03_1,8w03_2,8w07_1,8w07_2,9b25_1,9b25_2,9b2b_1,9b2b_2,9bpx_1,9bqe_1,9bu1_1",198,2,59.07,65.64
